"id","url","supermarket","zip_code","category","name","description","trademark","trademark_propietary_flag","price","reference_price","reference_unit","offer_flag","offer_price","offer_type","insert_date"
25864926,https://www.dia.es/compra-online/cuidado-del-hogar/lavavajillas/p/290995,dia.es,"28020",cuidado_del_hogar|lavavajillas,MISTOL lavavajillas mano ultra plus botella 650 ml,,mistol,false,2.49,3.83,l,,,,2023-03-15 00:00:00.000
25864306,https://www.dia.es/compra-online/cuidado-personal/cuidado-bucal/p/210590,dia.es,"28020",cuidado_personal|cuidado_bucal,COLGATE cepillo dental 360 º max white medio blíster 1 ud,,colgate,false,4.29,4.29,ud,,,,2023-03-15 00:00:00.000
25858138,https://www.carrefour.es/supermercado/helado-de-chocolate-1-l/R-538408109/p,carrefour.es,"28020",congelados|helados|tarrinas,Helado de chocolate 1 l.,,otras marcas,false,1.65,3.3,kg,,,,2023-03-15 00:00:00.000
25859339,https://www.carrefour.es/supermercado/insecticida-moscas-y-mosquitos-carrefour-750-ml/R-521001833/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_toda_la_casa|insecticidas,Insecticida moscas y mosquitos Carrefour 750 ml.,,carrefour,true,2.19,2.92,l,,,,2023-03-15 00:00:00.000
25864606,https://www.dia.es/compra-online/bebe/panales/p/268408,dia.es,"28020",bebe|panales,DIA PLANETA BEBE pañales 8-15 kgs talla 4 paquete 88 uds,,dia,true,14.75,0.17,ud,,,,2023-03-15 00:00:00.000
25870304,https://tienda.mercadona.es/product/82279/picos-hacendado-paquete,mercadona.es,"28020",panaderia_y_pasteleria|picos_rosquilletas_y_picatostes,Picos Hacendado,Paquete,hacendado,true,0.85,3.4,kg,false,,,2023-03-15 00:00:00.000
25863202,https://www.dia.es/compra-online/bebidas/refrescos/p/283126,dia.es,"28020",bebidas|refrescos,PEPSI zero azúcar sabor lima lata 33 cl,,pepsi,false,0.85,2.58,l,,,,2023-03-15 00:00:00.000
25862904,https://www.dia.es/compra-online/bebidas/aguas/p/63295,dia.es,"28020",bebidas|aguas,SOLAN DE CABRAS agua mineral natural botella 5 lt,,solan de cabras,false,2.49,0.5,l,,,,2023-03-15 00:00:00.000
25864172,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/geles-de-duchas-y-esponjas/p/198131,dia.es,"28020",cuidado_personal|bano_e_higiene_personal|geles_de_duchas_y_esponjas,NB PALMOLIVE gel de ducha leche y miel bote 550 ml,,nb palmolive,false,3.19,4.91,l,,,,2023-03-15 00:00:00.000
25861995,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/41701,dia.es,"28020",despensa|desayunos_y_dulces|infusiones,HORNIMANS té rojo con anís y un toque de ciruela estuche 20 bolsitas,,hornimans,false,2.95,0.15,ud,,,,2023-03-15 00:00:00.000
25863773,https://www.dia.es/compra-online/congelados/verduras-y-hortalizas/p/262685,dia.es,"28020",congelados|verduras_y_hortalizas,DIA PATATAS UNIDAS patatas gajo bolsa 750 gr,,dia,true,1.99,2.65,kg,,,,2023-03-15 00:00:00.000
25859318,https://www.carrefour.es/supermercado/lejia-hogar-carrefour-5lt/R-544501839/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_toda_la_casa|lejias_y_amoniacos,LEJIA HOGAR CARREFOUR 5LT,,otras marcas,false,1.99,0.4,l,,,,2023-03-15 00:00:00.000
25864994,https://www.dia.es/compra-online/cuidado-del-hogar-de-limpieza/bano/p/1856,dia.es,"28020",cuidado_del_hogar|productos_de_limpieza|bano,PATO gel limpiador wc 3 en 1 océano botella 750 ml,,pato,false,2.99,3.99,l,,,,2023-03-15 00:00:00.000
25866666,https://tienda.mercadona.es/product/11447/infusion-cola-caballo-hacendado-caja,mercadona.es,"28020",cacao_cafe_e_infusiones|te_e_infusiones,Infusión Cola de caballo Hacendado,Caja,hacendado,true,1.25,4.167,"100g",false,,,2023-03-15 00:00:00.000
25870190,https://tienda.mercadona.es/product/83548.1/barra-pan-rustica,mercadona.es,"28020",panaderia_y_pasteleria|pan_de_horno,Barra de pan rústica,,otras marcas,false,0.58,2.32,kg,false,,,2023-03-15 00:00:00.000
25860874,https://www.dia.es/compra-online/frescos/verduras-y-hortalizas/tomates-pimientos-y-pepinos/p/278354,dia.es,"28020",frescos|verduras_y_hortalizas|tomates_pimientos_y_pepinos,LA GERGALEÑA tomate natural rallado tarrina 200 gr,,la gergaleña,false,1.29,6.45,kg,,,,2023-03-15 00:00:00.000
25869462,https://tienda.mercadona.es/product/49173/papel-multiusos-resistente-bosque-verde-paquete,mercadona.es,"28020",limpieza_y_hogar|papel_higienico_y_celulosa,Papel Multiusos Resistente Bosque Verde,Paquete,bosque verde,true,3.6,3.6,ud,false,,,2023-03-15 00:00:00.000
25862440,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/280371,dia.es,"28020",despensa|aceites_vinagres_y_alinos|aceites,LA ESPAÑOLA aceite de oliva virgen extra botella 500 ml,,la española,false,4.66,9.32,l,,,,2023-03-15 00:00:00.000
25868262,https://tienda.mercadona.es/product/46025/desodorante-roll-on-sensitive-byly-sin-perfume,mercadona.es,"28020",cuidado_facial_y_corporal|desodorante,Desodorante roll-on sensitive Byly,,otras marcas,false,1.7,3.4,"100ml",false,,,2023-03-15 00:00:00.000
25859494,https://www.carrefour.es/supermercado/ambientador-electrico-nubes-de-algodon-recambio-ambi-pur-1-ud/R-691605951/p,carrefour.es,"28020",limpieza_y_hogar|ambientadores|electricos,Ambientador eléctrico nubes de algodón recambio Ambi Pur 1 ud.,,otras marcas,false,4.59,4.59,ud,,,,2023-03-15 00:00:00.000
25865742,https://tienda.mercadona.es/product/33184/pepinillos-pequenos-hacendado-tarro,mercadona.es,"28020",aperitivos|aceitunas_y_encurtidos,Pepinillos pequeños Hacendado,Tarro,hacendado,true,1.5,6.0,kg,false,,,2023-03-15 00:00:00.000
25866336,https://tienda.mercadona.es/product/70745/cerveza-heineken-botellin,mercadona.es,"28020",bodega|cerveza,Cerveza Heineken,Botellín,otras marcas,false,0.7,2.8,l,false,,,2023-03-15 00:00:00.000
25863741,https://www.dia.es/compra-online/congelados/pescado-y-marisco/p/41097,dia.es,"28020",congelados|pescado_y_marisco,DIA MARI MARINERA caprichos a la romana bolsa 400 gr,,dia,true,1.89,4.73,kg,,,,2023-03-15 00:00:00.000
25863484,https://www.dia.es/compra-online/bodega/vino/tinto/p/263722,dia.es,"28020",bodega|vino|tinto,CAMPO CURERO vino tinto roble DO Toro botella 75 cl,,campo curero,false,2.99,3.99,l,,,,2023-03-15 00:00:00.000
25854444,https://www.carrefour.es/supermercado/pierna-de-cordero-lechal-mama-cordero-650-g-aprox-ac/R-fprod1460343/p,carrefour.es,"28020",productos_frescos|carniceria|cordero,Pierna de cordero lechal Mamá Cordero 650 g aprox AC,,otras marcas,false,14.23,21.9,kg,,,,2023-03-15 00:00:00.000
25863146,https://www.dia.es/compra-online/bebidas/refrescos/p/12946,dia.es,"28020",bebidas|refrescos,NESTEA refresco de té al limón sin azúcar lata 33 cl,,nestea,false,0.8,2.42,l,,,,2023-03-15 00:00:00.000
25864378,https://www.dia.es/compra-online/cuidado-personal/cuidado-corporal/cuidado-de-manos-y-pies/p/291486,dia.es,"28020",cuidado_personal|cuidado_corporal|cuidado_de_manos_y_pies,LUXIDERMIA calcetín exfoliante para pies envase 2 uds,,luxidermia,false,6.99,3.5,ud,,,,2023-03-15 00:00:00.000
25864454,https://www.dia.es/compra-online/cuidado-personal/cuidado-corporal/limpieza-facial/p/283888,dia.es,"28020",cuidado_personal|cuidado_corporal|limpieza_facial,DIA IMAQE discos de algodón ovalados bolsa 70 uds,,dia,true,1.25,1.25,ud,,,,2023-03-15 00:00:00.000
25869502,https://tienda.mercadona.es/product/71407/fregona-microfibra-resistente-bosque-verde-suelos-interior-exterior-paquete,mercadona.es,"28020",limpieza_y_hogar|utensilios_de_limpieza_y_calzado,Fregona Microfibra Resistente Bosque Verde,Paquete,bosque verde,true,3.8,3.8,ud,false,,,2023-03-15 00:00:00.000
25859299,https://www.carrefour.es/supermercado/fregasuelos-aroma-pino-essential-carrefour-15-l/R-VC4AECOMM-675797/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_toda_la_casa|suelos,"Fregasuelos aroma pino Essential Carrefour 1,5 l.",,carrefour,true,0.99,0.66,l,,,,2023-03-15 00:00:00.000
25862597,https://www.dia.es/compra-online/despensa/sal-y-especias/p/188001,dia.es,"28020",despensa|sal_y_especias,CARMENCITA orégano frasco 7 gr,,carmencita,false,1.95,243.75,kg,,,,2023-03-15 00:00:00.000
25860934,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/169355,dia.es,"28020",despensa|lacteos_y_huevos|leche,ASTURIANA leche desnatada 0% M.G. sin lactosa envase 1 lt,,asturiana,false,1.19,1.19,l,,,,2023-03-15 00:00:00.000
25860887,https://www.dia.es/compra-online/frescos/verduras-y-hortalizas/verduras-y-ensaladas-preparadas/p/50310,dia.es,"28020",frescos|verduras_y_hortalizas|verduras_y_ensaladas_preparadas,Sopa juliana deshidratada bandeja 100 gr,,,,2.36,23.6,kg,,,,2023-03-15 00:00:00.000
25862257,https://www.dia.es/compra-online/despensa/pastas-harinas-y-masas/pastas/p/45244,dia.es,"28020",despensa|pastas_harinas_y_masas|pastas,EL PAVO cannelloni clásico caja 125 gr,,el pavo,false,1.25,10.0,kg,,,,2023-03-15 00:00:00.000
25866704,https://tienda.mercadona.es/product/4524/filetes-pechuga-pavo-procavi-corte-fino-bandeja,mercadona.es,"28020",carne|aves_y_pollo,Filetes pechuga de pavo Procavi corte fino,Bandeja,otras marcas,false,5.81,10.19,kg,false,,,2023-03-15 00:00:00.000
25865327,https://www.dia.es/compra-online/mascotas/gatos/p/280375,dia.es,"28020",mascotas|gatos,GOURMET mousse para gatos de salmón pack 4 x 57 gr,,gourmet,false,3.59,15.75,kg,,,,2023-03-15 00:00:00.000
25858240,https://www.carrefour.es/supermercado/fanta-de-limon-zero-lata-33-cl/R-520660602/p,carrefour.es,"28020",bebidas|refrescos|sabores_con_gas,Fanta de limón Zero lata 33 cl.,,otras marcas,false,0.7,2.12,l,,,,2023-03-15 00:00:00.000
25868902,https://tienda.mercadona.es/product/69584/pepino-pieza,mercadona.es,"28020",fruta_y_verdura|verdura,Pepino,Pieza,otras marcas,false,0.36,1.79,kg,false,,,2023-03-15 00:00:00.000
25870588,https://tienda.mercadona.es/product/35596/yogur-griego-con-chocolate-valor-oikos-danone-pack-2,mercadona.es,"28020",postres_y_yogures|yogures_griegos,Yogur griego con chocolate Valor Oikos Danone,Pack-2,otras marcas,false,1.7,7.728,kg,false,,,2023-03-15 00:00:00.000
25868077,https://tienda.mercadona.es/product/60836/lote-corporal-hombre-axe-dark-temptation-contiene-desodorante-body-spray-150-ml-gel-ducha-250-ml-after-shave-100-ml-mini-desodorante-body-spray-35-ml-neceser,mercadona.es,"28020",cuidado_facial_y_corporal|afeitado_y_cuidado_para_hombre,Lote corporal hombre Axe Dark temptation,,otras marcas,false,11.0,11.0,ud,false,,,2023-03-15 00:00:00.000
25855505,https://www.carrefour.es/supermercado/preparado-para-fajitas-surinver-230-g/R-prod62059/p,carrefour.es,"28020",productos_frescos|platos_preparados|platos_de_verdura,Preparado para fajitas Surinver 230 g,,otras marcas,false,1.99,8.65,kg,,,,2023-03-15 00:00:00.000
25862198,https://www.dia.es/compra-online/despensa/sopas/caldos/p/102735,dia.es,"28020",despensa|sopas|caldos,ANETO caldo de pollo bajo en sal envase 1 lt,,aneto,false,3.99,3.99,l,,,,2023-03-15 00:00:00.000
25858339,https://www.carrefour.es/supermercado/carrefour-te-de-melocoton-botella-15-l/R-522714734/p,carrefour.es,"28020",bebidas|refrescos|te,"Carrefour té de melocotón botella 1,5 l.",,carrefour,true,0.95,0.63,l,,,,2023-03-15 00:00:00.000
25855855,https://www.carrefour.es/supermercado/levadura-de-cerveza-desamargada-carrefour-150-g/R-prod720769/p,carrefour.es,"28020",la_despensa|alimentacion|vitaminas_y_complementos,Levadura de cerveza desamargada Carrefour 150 g.,,carrefour,true,4.95,33.0,kg,,,,2023-03-15 00:00:00.000
25866275,https://tienda.mercadona.es/product/79433/toallitas-bebe-pieles-con-tendencia-atopica-deliplus-paquete,mercadona.es,"28020",bebe|toallitas_y_panales,Toallitas bebé pieles con tendencia atópica Deliplus,Paquete,deliplus,true,1.7,0.029,ud,false,,,2023-03-15 00:00:00.000
25868310,https://tienda.mercadona.es/product/45204/gel-champu-bano-dermoprotector-deliplus-cuerpo-cabello-bote,mercadona.es,"28020",cuidado_facial_y_corporal|gel_y_jabon_de_manos,Gel-Champú de baño dermoprotector Deliplus para cuerpo y cabello,Bote,deliplus,true,1.0,0.4,"100ml",false,,,2023-03-15 00:00:00.000
25861166,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/postres/p/219104,dia.es,"28020",despensa|lacteos_y_huevos|postres,DIA CAPRICHOSO natillas de chocolate con bizcocho pack 4 unidades 125 gr,,dia,true,1.65,3.3,kg,,,,2023-03-15 00:00:00.000
25869614,https://tienda.mercadona.es/product/80327/perfilador-labios-long-lasting-deliplus-01-rosa-nude,mercadona.es,"28020",maquillaje|labios,Perfilador de labios Long Lasting Deliplus 01 rosa nude,,deliplus,true,2.5,2.5,ud,false,,,2023-03-15 00:00:00.000
25869381,https://tienda.mercadona.es/product/43705/algodon-magico-aladdin-bote,mercadona.es,"28020",limpieza_y_hogar|limpieza_muebles_y_multiusos,Algodón mágico Aladdin,Bote,otras marcas,false,3.8,50.667,kg,false,,,2023-03-15 00:00:00.000
25858899,https://www.carrefour.es/supermercado/vino-blanco-brik-1-l/R-prod880829/p,carrefour.es,"28020",bebidas|vinos|de_mesa,Vino blanco brik 1 l.,,otras marcas,false,0.89,0.89,l,,,,2023-03-15 00:00:00.000
25869044,https://tienda.mercadona.es/product/23926/bebida-almendras-zero-hacendado-sin-azucares-sin-edulcorantes-anadidos-brick,mercadona.es,"28020",huevos_leche_y_mantequilla|leche_y_bebidas_vegetales,Bebida de almendras zero Hacendado,Brick,hacendado,true,1.45,1.45,l,false,,,2023-03-15 00:00:00.000
25866119,https://tienda.mercadona.es/product/23044/crema-leche-avellanas-hacendado-tarro,mercadona.es,"28020",azucar_caramelos_y_chocolate|chocolate,Crema de leche y avellanas Hacendado,Tarro,hacendado,true,2.9,7.25,kg,false,,,2023-03-15 00:00:00.000
25869007,https://tienda.mercadona.es/product/10805/leche-desnatada-pascual-pack-6,mercadona.es,"28020",huevos_leche_y_mantequilla|leche_y_bebidas_vegetales,Leche desnatada Pascual,Pack-6,otras marcas,false,7.74,1.29,l,false,,,2023-03-15 00:00:00.000
25868925,https://tienda.mercadona.es/product/69672/champinon-grande-bandeja,mercadona.es,"28020",fruta_y_verdura|verdura,Champiñón grande,Bandeja,otras marcas,false,1.97,4.58,kg,false,,,2023-03-15 00:00:00.000
25869608,https://tienda.mercadona.es/product/80431/polvo-compacto-balm-deliplus-03-siena,mercadona.es,"28020",maquillaje|colorete_y_polvos,Polvo compacto Balm Me Deliplus 03 siena,,deliplus,true,5.5,5.5,ud,false,,,2023-03-15 00:00:00.000
25859586,https://www.carrefour.es/supermercado/crema-autobrillante-c-aplicador-burdeos-carrefour-50-ml/R-600805227/p,carrefour.es,"28020",limpieza_y_hogar|calzado|crema,Crema autobrillante c/aplicador burdeos Carrefour 50 ml.,,carrefour,true,2.05,4.1,"100ml",,,,2023-03-15 00:00:00.000
25868588,https://tienda.mercadona.es/product/22133/lote-mujer-chanson-deau-contiene-eau-toilette100-ml-desodorante-body-spray-200-ml-perfumador-15-ml-caja,mercadona.es,"28020",cuidado_facial_y_corporal|perfume_y_colonia,Lote mujer Chanson d'Eau,Caja,otras marcas,false,10.0,10.0,ud,false,,,2023-03-15 00:00:00.000
25860615,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/42200,dia.es,"28020",frescos|charcuteria_y_quesos|curados,ELPOZO imperial con pavo pieza 230 gr,,elpozo,false,3.45,15.0,kg,,,,2023-03-15 00:00:00.000
25866892,https://tienda.mercadona.es/product/2861/filetes-higado-vacuno-anojo-bandeja,mercadona.es,"28020",carne|vacuno,Filetes hígado de vacuno añojo,Bandeja,otras marcas,false,5.52,9.2,kg,false,,,2023-03-15 00:00:00.000
25863650,https://www.dia.es/compra-online/congelados/precocinados/p/267140,dia.es,"28020",congelados|precocinados,DIA AL PUNTO quinoa con verduras bolsa 400 gr,,dia,true,2.29,5.73,kg,,,,2023-03-15 00:00:00.000
25861853,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/chocolates-y-bombones/p/282312,dia.es,"28020",despensa|desayunos_y_dulces|chocolates_y_bombones,VALOR chocolate negro 70% con galleta belga tableta 200 gr,,valor,false,2.79,13.95,kg,,,,2023-03-15 00:00:00.000
25860567,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/cocidos/p/125952,dia.es,"28020",frescos|charcuteria_y_quesos|cocidos,PAVOFRÍO fiambre de pechuga de pavo en lonchas sobre 70 gr,,pavofrío,false,1.0,14.29,kg,,,,2023-03-15 00:00:00.000
25861887,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cacao-y-cremas-de-cacao/p/204563,dia.es,"28020",despensa|desayunos_y_dulces|cacao_y_cremas_de_cacao,COLACAO cacao soluble instantáneo turbo bote 750 gr,,colacao,false,6.19,8.25,kg,,,,2023-03-15 00:00:00.000
25863170,https://www.dia.es/compra-online/bebidas/refrescos/p/60725,dia.es,"28020",bebidas|refrescos,KAS bitter lata 33 cl,,kas,false,0.89,2.7,l,,,,2023-03-15 00:00:00.000
25865493,https://tienda.mercadona.es/product/35183/salsa-fresca-carbonara-bendita-paquete,mercadona.es,"28020",aceite_especias_y_salsas|otras_salsas,Salsa fresca Carbonara Bendita,Paquete,otras marcas,false,1.6,8.0,kg,false,,,2023-03-15 00:00:00.000
25861948,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/preparacion-de-postres/p/205482,dia.es,"28020",despensa|desayunos_y_dulces|preparacion_de_postres,ROYAL gelatina light sabor fresa 0% azucares caja 31 gr,,royal,false,2.8,90.32,kg,,,,2023-03-15 00:00:00.000
25868470,https://tienda.mercadona.es/product/23770/tampones-super-plus-deliplus-100-algodon-caja,mercadona.es,"28020",cuidado_facial_y_corporal|higiene_intima,Tampones super plus Deliplus 100% algodón,Caja,deliplus,true,2.55,0.17,ud,false,,,2023-03-15 00:00:00.000
25865526,https://tienda.mercadona.es/product/28478/agua-mineral-pequena-fondetal-mineralizacion-muy-debil-botella,mercadona.es,"28020",agua_y_refrescos|agua,Agua mineral pequeña Fondetal,Botella,otras marcas,false,0.25,0.5,l,false,,,2023-03-15 00:00:00.000
25868252,https://tienda.mercadona.es/product/15567/recambios-maquinilla-depilacion-venus-snap-extra-smooth-gillette-5-hojas-paquete,mercadona.es,"28020",cuidado_facial_y_corporal|depilacion,Recambios maquinilla depilación Venus Snap Extra Smooth Gillette 5 hojas,Paquete,otras marcas,false,9.95,4.975,ud,false,,,2023-03-15 00:00:00.000
25863769,https://www.dia.es/compra-online/congelados/verduras-y-hortalizas/p/290109,dia.es,"28020",congelados|verduras_y_hortalizas,CONGELADOS DE NAVARRA arándanos bolsa 300 gr,,congelados de navarra,false,2.11,7.03,kg,,,,2023-03-15 00:00:00.000
25864660,https://www.dia.es/compra-online/bebe/leche-para-bebes/p/182329,dia.es,"28020",bebe|leche_para_bebes,NATIVA leche crecimiento con galleta María +12 meses envase 1 lt,,nativa,false,1.99,1.99,l,,,,2023-03-15 00:00:00.000
25859914,https://www.carrefour.es/supermercado/aromatizante-de-pino-para-arena-de-gato-750-gr-carrefour/R-794633454/p,carrefour.es,"28020",mascotas|gatos|accesorios_e_higiene,"Aromatizante de Pino para Arena de Gato 750 gr, Carrefour",,carrefour,true,4.5,6.0,kg,,,,2023-03-15 00:00:00.000
25862607,https://www.dia.es/compra-online/despensa/sal-y-especias/p/263633,dia.es,"28020",despensa|sal_y_especias,DANI ajo y perejil frasco 150 gr,,dani,false,4.05,27.0,kg,,,,2023-03-15 00:00:00.000
25865445,https://tienda.mercadona.es/product/37405/sazonador-ensalada-hacendado-bote,mercadona.es,"28020",aceite_especias_y_salsas|especias,Sazonador ensalada Hacendado,Bote,hacendado,true,2.6,27.369,kg,false,,,2023-03-15 00:00:00.000
25860584,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/cocidos/p/170157,dia.es,"28020",frescos|charcuteria_y_quesos|cocidos,ELPOZO pechuga de pavo en finas lonchas envase 115 gr,,elpozo,false,1.5,13.04,kg,,,,2023-03-15 00:00:00.000
25867316,https://tienda.mercadona.es/product/50480/queso-maasdam-holland-corona-pieza,mercadona.es,"28020",charcuteria_y_quesos|queso_curado_semicurado_y_tierno,Queso Maasdam Holland Corona,Pieza,otras marcas,false,3.51,8.775,kg,false,,,2023-03-15 00:00:00.000
25863557,https://www.dia.es/compra-online/bodega/vino/blanco/p/265816,dia.es,"28020",bodega|vino|blanco,RIO SECO vino blanco sauvignon DO Rueda botella 75 cl,,rio seco,false,3.49,4.65,l,,,,2023-03-15 00:00:00.000
25868639,https://tienda.mercadona.es/product/71037/lote-hombre-don-algodon-contiene-eau-toilette-100-ml-gel-ducha-75-ml-after-shave-75-ml-desodorante-150-ml-caja,mercadona.es,"28020",cuidado_facial_y_corporal|perfume_y_colonia,Lote hombre Don Algodon,Caja,otras marcas,false,11.95,11.95,ud,false,,,2023-03-15 00:00:00.000
25861573,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/203923,dia.es,"28020",despensa|desayunos_y_dulces|cafe,DIA CAFETERÍA café soluble crema frasco 100 gr,,dia,true,2.65,26.5,kg,,,,2023-03-15 00:00:00.000
25869976,https://tienda.mercadona.es/product/15742/comida-gato-esterilizado-light-compy-con-pollo-frutas-verduras-paquete,mercadona.es,"28020",mascotas|gato,"Comida gato esterilizado light Compy con pollo, frutas y verduras",Paquete,otras marcas,false,3.6,2.4,kg,false,,,2023-03-15 00:00:00.000
